-3.761711597442626953e+00 -4.826955497264862061e-01 3.768810987472534180e+00 5.572620391845703125e+00 -4.783459663391113281e+00 -9.305318832397460938e+00 -2.290975570678710938e+01 1.973931884765625000e+01 3.306612372398376465e-01 6.250460624694824219e+00
9.691276550292968750e-01 7.215880393981933594e+00 1.476855087280273438e+01 -2.545515537261962891e+00 -1.016672492027282715e+00 -1.294791316986083984e+01 2.417720556259155273e+00 -4.492848873138427734e+00 9.598383307456970215e-01 -8.685056686401367188e+00
-5.576719284057617188e+00 1.260762977600097656e+01 -4.146623313426971436e-01 -3.798197269439697266e+00 2.331959724426269531e+00 -4.283480167388916016e+00 -1.645455956459045410e-01 8.848263025283813477e-01 7.072584033012390137e-01 -3.302609920501708984e+00
1.402801799774169922e+01 -9.351418495178222656e+00 9.751722812652587891e-01 -3.201795816421508789e+00 -6.371545314788818359e+00 1.219071447849273682e-01 1.858784675598144531e+00 -2.980145215988159180e+00 7.724170088768005371e-01 1.746681451797485352e+00
-7.757251739501953125e+00 -5.400354385375976562e+00 8.608457446098327637e-02 -4.247723579406738281e+00 1.890242385864257812e+01 -3.991613149642944336e+00 -3.102277040481567383e+00 -2.913323879241943359e+00 -4.111304759979248047e+00 8.978451728820800781e+00
-6.790857315063476562e+00 1.511262989044189453e+01 -1.028855323791503906e+00 -4.686477661132812500e+00 3.702699184417724609e+00 -5.426031589508056641e+00 -1.351130962371826172e+00 1.995937943458557129e+00 6.383334398269653320e-01 -2.996596336364746094e+00
-1.107072067260742188e+01 2.426234245300292969e+00 -4.757761001586914062e+00 -4.880920410156250000e+00 1.276914024353027344e+01 -1.632785916328430176e+00 -8.290085792541503906e+00 1.460398554801940918e+00 4.222584247589111328e+00 7.406878471374511719e+00
-4.982480525970458984e+00 -6.651024818420410156e+00 2.856850996613502502e-02 2.519795417785644531e+00 6.309840679168701172e+00 1.004011631011962891e+00 -7.050066947937011719e+00 -1.164745092391967773e+00 2.107202529907226562e+00 1.133303260803222656e+01
-1.950732231140136719e+00 -7.732328414916992188e+00 -8.083847045898437500e+00 -1.747038006782531738e+00 -1.274297237396240234e+00 1.052907085418701172e+01 5.499297142028808594e+00 -7.906867504119873047e+00 3.992709875106811523e+00 1.799741506576538086e+00
-8.024665832519531250e+00 -2.399155616760253906e+00 -3.212195873260498047e+00 -1.521658658981323242e+00 8.390470504760742188e+00 -2.881290912628173828e+00 -1.662777137756347656e+01 1.018183898925781250e+01 2.323460102081298828e+00 1.675775909423828125e+01
1.706361579895019531e+01 -1.056167507171630859e+01 2.214304208755493164e+00 -2.832094192504882812e+00 -9.224367141723632812e+00 5.497315526008605957e-02 1.741308331489562988e+00 -4.985366821289062500e+00 1.921869277954101562e+00 1.662409186363220215e+00
3.812181711196899414e+00 -1.148886919021606445e+00 -1.844364047050476074e+00 -9.662302017211914062e+00 1.035416603088378906e+00 1.354713559150695801e+00 1.475008106231689453e+01 -1.060602474212646484e+01 1.978528499603271484e+00 -6.633442878723144531e+00
-7.731838226318359375e+00 -9.753903388977050781e+00 -2.912740707397460938e+00 1.076574087142944336e+00 9.897861480712890625e+00 9.108403921127319336e-01 -1.513969135284423828e+01 4.773679256439208984e+00 1.950922250747680664e+00 2.064147186279296875e+01
1.671027374267578125e+01 -1.235630989074707031e+01 1.358999371528625488e+00 -2.685615062713623047e+00 -9.741769790649414062e+00 1.391785979270935059e+00 1.454322338104248047e-01 -3.453728199005126953e+00 3.213674783706665039e+00 3.713084220886230469e+00
-5.936242103576660156e+00 1.420511245727539062e+01 1.331654563546180725e-02 -2.181826353073120117e+00 6.844768524169921875e-01 -3.685070753097534180e+00 9.763070344924926758e-01 -2.158993929624557495e-01 1.700663566589355469e-01 -5.314755916595458984e+00
-1.537790775299072266e+00 -5.468067169189453125e+00 -4.551436424255371094e+00 5.471654891967773438e+00 -4.048575878143310547e+00 9.815409660339355469e+00 5.650942325592041016e-01 -3.110738277435302734e+00 7.303156852722167969e-01 1.179836869239807129e+00
-4.098703861236572266e+00 -1.138244533538818359e+01 3.615700602531433105e-01 1.478298068046569824e+00 6.099327564239501953e+00 -9.752496480941772461e-01 -1.297337436676025391e+01 3.678732633590698242e+00 1.492306947708129883e+00 1.832207870483398438e+01
-1.139183282852172852e+00 -3.507876396179199219e+00 3.061656475067138672e+00 5.073828697204589844e+00 -5.962525367736816406e+00 -7.388891220092773438e+00 -2.287637901306152344e+01 1.977571105957031250e+01 -1.677536487579345703e+00 7.521673202514648438e+00
-5.928284525871276855e-01 -3.023180484771728516e+00 -1.373952627182006836e+00 3.823292493820190430e+00 -1.679368495941162109e+00 3.005269050598144531e+00 -2.708784341812133789e-01 -3.357169628143310547e+00 2.443121671676635742e+00 2.016659736633300781e+00
-9.803304672241210938e+00 -4.254320621490478516e+00 -1.433749318122863770e+00 -4.813276767730712891e+00 1.787147712707519531e+01 -3.210154771804809570e+00 -3.900443077087402344e+00 -5.497665405273437500e-01 -1.852420330047607422e+00 7.154446601867675781e+00
-5.700515747070312500e+00 -9.587881565093994141e-01 -3.269368648529052734e+00 8.523163199424743652e-01 4.808155536651611328e+00 -7.898228168487548828e-01 -1.523381900787353516e+01 8.743928909301757812e+00 1.091170787811279297e+00 1.266488552093505859e+01
-4.864877462387084961e-01 -8.999230384826660156e+00 -6.677729129791259766e+00 -5.248931884765625000e+00 9.233444333076477051e-01 8.597014427185058594e+00 1.590473651885986328e+01 -1.382647705078125000e+01 5.461759090423583984e+00 -4.559857368469238281e+00
1.561748504638671875e+00 -2.381886482238769531e+00 -4.855904579162597656e+00 -7.626829147338867188e+00 3.986710071563720703e+00 2.835675001144409180e+00 1.120854663848876953e+01 -7.711308479309082031e+00 -1.699654459953308105e-01 -4.316852569580078125e+00
-4.724908351898193359e+00 -1.017659473419189453e+01 -1.228294658660888672e+01 7.978286743164062500e+00 -2.705334901809692383e+00 1.917552375793457031e+01 3.626434803009033203e+00 -1.232237052917480469e+01 3.652516365051269531e+00 7.993557929992675781e+00
-6.225978851318359375e+00 -3.129434108734130859e+00 -1.967055439949035645e+00 -4.266539573669433594e+00 1.300139904022216797e+01 -1.221512556076049805e+00 -1.725039720535278320e+00 -1.338789939880371094e+00 -1.724125146865844727e+00 5.398111343383789062e+00
1.322765922546386719e+01 -9.257964134216308594e+00 1.571781516075134277e+00 -4.081209659576416016e+00 -4.770463943481445312e+00 -5.795179605484008789e-01 2.139400005340576172e+00 -3.132453680038452148e+00 5.733537673950195312e-01 2.150284290313720703e+00
-2.060700654983520508e+00 -3.127523183822631836e+00 9.607467055320739746e-02 2.887150287628173828e+00 -1.861819028854370117e+00 -3.817451000213623047e+00 -1.764434814453125000e+01 1.470358943939208984e+01 -2.366971015930175781e+00 8.216618537902832031e+00
-1.256499099731445312e+01 -5.662894248962402344e+00 -1.921107053756713867e+00 -5.108060836791992188e+00 2.570321655273437500e+01 -4.072904109954833984e+00 -4.045582294464111328e+00 -2.943394899368286133e+00 -4.438289642333984375e+00 9.828533172607421875e+00
1.528256988525390625e+01 -1.037290954589843750e+01 3.722265958786010742e+00 -1.124358057975769043e+00 -8.926847457885742188e+00 -1.774289965629577637e+00 -2.169158697128295898e+00 -2.556788206100463867e+00 1.744674921035766602e+00 2.575447320938110352e+00
-5.605931282043457031e+00 1.234002113342285156e+01 -1.096852183341979980e+00 -2.946261405944824219e+00 2.816525936126708984e+00 -2.885599136352539062e+00 -2.421162128448486328e-01 -2.929480671882629395e-01 2.735026478767395020e-01 -2.981203079223632812e+00
-9.477473258972167969e+00 -1.366703987121582031e+00 -3.168357908725738525e-01 2.050492477416992188e+01 -3.682665824890136719e+00 5.133238792419433594e+00 -1.231334304809570312e+01 -1.390615463256835938e+00 -1.065039396286010742e+00 3.422714233398437500e+00
-4.596565246582031250e+00 1.007516193389892578e+01 -1.948631882667541504e+00 -2.474196672439575195e+00 3.242179393768310547e+00 -2.679802417755126953e+00 -2.277278900146484375e+00 1.753106713294982910e+00 -3.675352931022644043e-01 -4.779095649719238281e-01
-1.002667236328125000e+01 -4.194937646389007568e-01 1.264622688293457031e+00 1.917174148559570312e+01 -2.812678337097167969e+00 4.484102725982666016e+00 -9.079422950744628906e+00 -1.947660326957702637e+00 -1.738711118698120117e+00 5.919472873210906982e-02
2.833841323852539062e+00 -5.247998237609863281e+00 4.318870067596435547e+00 -6.077664852142333984e+00 9.796962738037109375e+00 -5.481485843658447266e+00 6.401896476745605469e+00 -6.093994617462158203e+00 -3.505021572113037109e+00 -7.485721707344055176e-01
-5.086660385131835938e+00 2.746726512908935547e+00 6.517937660217285156e+00 7.236280441284179688e+00 -5.876420974731445312e+00 -1.203397178649902344e+01 -2.095550155639648438e+01 1.670358467102050781e+01 2.580170869827270508e+00 3.053388118743896484e+00
-1.530216574668884277e+00 4.985815048217773438e+00 1.364713954925537109e+01 4.442939281463623047e+00 -6.282263755798339844e+00 -1.192195606231689453e+01 -8.250062942504882812e+00 3.728304147720336914e+00 1.645292997360229492e+00 -4.317332744598388672e+00
-2.713543176651000977e+00 1.301498055458068848e+00 6.978704452514648438e+00 5.608806610107421875e+00 -5.658930301666259766e+00 -1.161117267608642578e+01 -1.705814170837402344e+01 1.256624031066894531e+01 2.594014883041381836e+00 2.095170974731445312e+00
-6.019520282745361328e+00 1.294002246856689453e+01 -1.819829940795898438e+00 -3.535183191299438477e+00 3.342493534088134766e+00 -3.467191219329833984e+00 -1.807407140731811523e+00 1.384467959403991699e+00 5.073462128639221191e-01 -1.574973940849304199e+00
-7.935578823089599609e-01 3.725852966308593750e+00 1.063608074188232422e+01 1.792191386222839355e+00 -4.059286594390869141e+00 -1.011970901489257812e+01 -4.215295791625976562e+00 1.183326125144958496e+00 2.676069736480712891e+00 -5.490651130676269531e+00
-4.537043571472167969e+00 1.246167087554931641e+01 9.425156116485595703e-01 -2.943364143371582031e+00 7.238958477973937988e-01 -4.431496143341064453e+00 1.241265296936035156e+00 -6.667804121971130371e-01 1.123720884323120117e+00 -5.059758186340332031e+00
